#DS_DDI,drug_name,GPI,KDC,route,dosage_form,ddi_strength,strength_units,lastchange
6065,"Dentapaine",88359902804020,385001,MT,GEL ,"20","%",20140101
6066,"Dentemp",97500000006300,145001,MT,MISC,,,20140101
6076,"Denture Adhesive",97501000003700,0,XX,CREA,,,20140101
6080,"Denture Cleanser",97501000000800,122401,XX,TBEF,,,20140101
6084,"Denture Tablets",97501000000800,0,XX,TBEF,,,20140101
6102,"Depakene",72500030000105,142201,OR,CAPS,"250","MG",20140101
6104,"Depakote",72500010100605,2470201,OR,TBEC,"125","MG",20140101
6105,"Depakote",72500010100610,2472901,OR,TBEC,"250","MG",20140101
6106,"Depakote",72500010100615,2473001,OR,TBEC,"500","MG",20140101
6114,"Depen Titratabs",99200030000305,98101,OR,TABS,"250","MG",20140101
6120,"Depend Undergarments",97152020006300,0,XX,MISC,,,20140101
6125,"Depo-Estradiol",24000035101710,49502,IM,OIL ,"5","MG/ML",20140101
6126,"DEPO-Medrol",22100030101805,2808401,IJ,SUSP,"20","MG/ML",20160706
6127,"DEPO-Medrol",22100030101810,2732201,IJ,SUSP,"40","MG/ML",20160706
6128,"DEPO-Medrol",22100030101815,2808401,IJ,SUSP,"80","MG/ML",20160706
6131,"Depo-Provera",25150035101820,2708501,IM,SUSP,"150","MG/ML",20180704
6152,"Dequasine",80302010000300,1114901,OR,TABS,,,20140101
6162,"Dermabase",90650000003700,830801,EX,CREA,,,20140101
6172,"Dermagran",90990000003200,580501,EX,AERO,,,20140101
6174,"Dermagran",90970012004200,4201,EX,OINT,,,20140101
6182,"Dermarest",90200010104005,45201,EX,GEL ,"2","%",20140101
6193,"Dermicel Cloth",97304000004600,0,XX,TAPE,,,20140101
6198,"Dermiform Hypo-Allergenic",97304000004600,0,XX,TAPE,,,20140101
6208,"Dermoplast",90859902453220,2185801,EX,AERO,"20-0.5","%",20140101
6229,"Desenex Foot/Sneaker Spray",97800000003200,2411301,EX,AERO,,,20140101
6233,"Desferal",93000020102110,38701,IJ,SOLR,"500","MG",20140101
6238,"Desipramine HCl",58200030100305,39201,OR,TABS,"10","MG",20140101
6239,"Desipramine HCl",58200030100325,39201,OR,TABS,"100","MG",20140101
6240,"Desipramine HCl",58200030100330,39201,OR,TABS,"150","MG",20140101
6241,"Desipramine HCl",58200030100310,39201,OR,TABS,"25","MG",20140101
6242,"Desipramine HCl",58200030100315,39201,OR,TABS,"50","MG",20140101
6243,"Desipramine HCl",58200030100320,39201,OR,TABS,"75","MG",20140101
6244,"Desitin",90971020004240,2039501,EX,OINT,"40","%",20150107
6247,"Desogen",25990002100320,2023301,OR,TABS,"0.15-30","MG-MCG",20150107
6248,"Desonide",90550035003705,39501,EX,CREA,"0.05","%",20140101
6249,"DesOwen",90550035003705,39501,EX,CREA,"0.05","%",20140101
6250,"DesOwen",90550035004105,2780301,EX,LOTN,"0.05","%",20140101
6252,"Desoximetasone",90550040003705,39601,EX,CREA,"0.05","%",20140101
6253,"Desoximetasone",90550040003710,39601,EX,CREA,"0.25","%",20140101
6254,"Desoxyn",61100030100305,3381101,OR,TABS,"5","MG",20140101
6267,"Desquam-X Wash",90050010000910,1824801,EX,LIQD,"10","%",20151007
6268,"Desquam-X Wash",90050010000905,1824801,EX,LIQD,"5","%",20151007
6274,"Detachol Ster Tip",90973000006300,0,EX,MISC,,,20140101
6275,"Detane",90850010004007,13401,EX,GEL ,"7.5","%",20140101
6280,"Dewees Carminative",48990002550920,75601,OR,LIQD,"6-250",,20140101
6281,"Dewitts Pills",64990002450300,679201,OR,TABS,,,20140101
6301,"Dexamethasone Intensol",22100020001320,172801,OR,CONC,"1","MG/ML",20140101
6302,"Dexamethasone",22100020001005,40001,OR,ELIX,"0.5","MG/5ML",20140101
6303,"Dexamethasone",22100020002005,2625501,OR,SOLN,"0.5","MG/5ML",20140101
6305,"Dexamethasone",22100020000315,40001,OR,TABS,"0.5","MG",20140101
6306,"Dexamethasone",22100020000320,40001,OR,TABS,"0.75","MG",20140101
6307,"Dexamethasone",22100020000325,40001,OR,TABS,"1","MG",20140101
6308,"Dexamethasone",22100020000330,40001,OR,TABS,"1.5","MG",20140101
6309,"Dexamethasone",22100020000335,40001,OR,TABS,"2","MG",20140101
6310,"Dexamethasone",22100020000340,40001,OR,TABS,"4","MG",20150401
6311,"Dexamethasone",22100020000345,40001,OR,TABS,"6","MG",20140101
6312,"Dexamethasone Acetate",22100020101805,40002,IJ,SUSP,"8","MG/ML",20170405
6313,"Dexamethasone Acetate",22100020102900,40002,XX,POWD,,,20140101
6314,"Dexamethasone Sodium Phosphate",22100020202010,40003,IJ,SOLN,"10","MG/ML",20140402
6316,"Dexamethasone Sodium Phosphate",22100020202005,40003,IJ,SOLN,"4","MG/ML",20140101
6319,"Dexamethasone Sodium Phosphate",86300010102005,40003,OP,SOLN,"0.1","%",20160106
6320,"Dexamethasone Sodium Phosphate",22100020202900,40003,XX,POWD,,,20140101
6341,"Dexchlorpheniramine Maleate",41100030151205,361401,OR,SYRP,"2","MG/5ML",20140101
6349,"Dexedrine",61100020100305,694901,OR,TABS,"5","MG",20141001
6362,"Dexpanthenol",52300010002005,301001,IJ,SOLN,"250","MG/ML",20140101
6374,"Dextroamphetamine Sulfate",61100020100310,40501,OR,TABS,"10","MG",20160406
6375,"Dextroamphetamine Sulfate",61100020100315,3428101,OR,TABS,"15","MG",20140702
6376,"Dextroamphetamine Sulfate",61100020100305,40501,OR,TABS,"5","MG",20140101
6378,"Dextromethorphan HBr",43102030501210,40602,OR,SYRP,"10","MG/5ML",20140101
6379,"Dextromethorphan HBr",43102030501215,40602,OR,SYRP,"15","MG/5ML",20140101
6380,"Dextrose",80100020002020,318101,IV,SOLN,"10","%",20140101
6382,"Dextrose",80100020002025,318101,IV,SOLN,"20","%",20140101
6383,"Dextrose",80100020002030,318101,IV,SOLN,"25","%",20140101
6384,"Dextrose",80100020002030,318101,IV,SOLN,"250","MG/ML",20140101
6385,"Dextrose",80100020002035,318101,IV,SOLN,"30","%",20150701
6387,"Dextrose",80100020002045,318101,IV,SOLN,"40","%",20140101
6388,"Dextrose",80100020002015,318101,IV,SOLN,"5","%",20140101
6389,"Dextrose",80100020002050,318101,IV,SOLN,"50","%",20140101
6392,"Dextrose",80100020002060,318101,IV,SOLN,"70","%",20140101
6397,"Dextrose",80100020002700,318101,XX,GRAN,,,20140101
6398,"Dextrose",80100020002900,318101,XX,POWD,,,20140702
6399,"Dextrose Monohydrate",80100020002900,318101,XX,POWD,,,20150107
6403,"Dextrose 5%/Electrolyte #48",79993002352010,458901,IV,SOLN,,,20140101
6417,"Di-Delamine",90200040104010,769101,EX,GEL ,"0.12-1-0.5","%",20140101
6418,"Di-Delamine",90200040100920,769101,EX,LIQD,"1-0.5","%",20140101
6419,"Di-Gel",48991003300520,662801,OR,CHEW,"280.8-128-20","MG",20140101
6420,"Di-Gel",48991003101805,204401,OR,SUSP,"282-87-25","MG/5ML",20140101
6423,"Diabeta",27200040000305,282801,OR,TABS,"1.25","MG",20160106
6424,"Diabeta",27200040000310,282801,OR,TABS,"2.5","MG",20160106
6425,"Diabeta",27200040000315,282801,OR,TABS,"5","MG",20160106
6466,"Diaper Rash",90971020004240,2039501,EX,OINT,"40","%",20160706
6499,"Diastix",94100035106100,0,VI,STRP,,,20140101
6503,"DiazePAM",57100040002010,41001,IJ,SOLN,"5","MG/ML",20160706
6504,"DiazePAM",57100040002001,41001,OR,SOLN,"1","MG/ML",20180704
6505,"DiazePAM",57100040000315,41001,OR,TABS,"10","MG",20160706
6506,"DiazePAM",57100040000305,41001,OR,TABS,"2","MG",20160706
6507,"DiazePAM",57100040000310,41001,OR,TABS,"5","MG",20160706
6508,"DiazePAM Intensol",57100040001310,625701,OR,CONC,"5","MG/ML",20160706
6516,"Dibenzyline",36300010100105,3484101,OR,CAPS,"10","MG",20160706
6524,"Dibucaine",90850045004205,41201,EX,OINT,"1","%",20140402
6540,"Dickinsons Witch Hazel",90970035000900,656101,EX,LIQD,,,20160406
6541,"Dicloxacillin Sodium",01300020100110,41601,OR,CAPS,"250","MG",20140101
6542,"Dicloxacillin Sodium",01300020100115,41601,OR,CAPS,"500","MG",20180704
6548,"Dicyclomine HCl",49103010102005,41801,IM,SOLN,"10","MG/ML",20160406
6549,"Dicyclomine HCl",49103010100105,41801,OR,CAPS,"10","MG",20160406
6552,"Dicyclomine HCl",49103010100305,41801,OR,TABS,"20","MG",20180704
6556,"Didrex",61200010100310,2345701,OR,TABS,"50","MG",20140101
6578,"Diethylpropion HCl",61200020100305,42101,OR,TABS,"25","MG",20140101
6592,"Diflucan",11407015000320,477001,OR,TABS,"100","MG",20140101
6593,"Diflucan",11407015000330,477001,OR,TABS,"200","MG",20140101
6594,"Diflucan",11407015000310,477001,OR,TABS,"50","MG",20140101
6598,"Diflunisal",64100050000310,249301,OR,TABS,"500","MG",20160406
6601,"Digesplen-Plus",51990000000600,675501,OR,TBEC,,,20140101
6606,"Digestive Enzymes",51209900000300,0,OR,TABS,,,20140101
6613,"Digital Fever Thermometer",97701010406300,0,XX,MISC,,,20140101
6617,"Digoxin",31200010002010,42601,IJ,SOLN,"0.25","MG/ML",20140101
6619,"Digoxin",31200010000305,42601,OR,TABS,"125","MCG",20160406
6620,"Digoxin",31200010000310,42601,OR,TABS,"250","MCG",20160406
6636,"Dilantin",72200030200110,103702,OR,CAPS,"100","MG",20140101
6637,"Dilantin",72200030200105,2800801,OR,CAPS,"30","MG",20140101
6638,"Dilantin",72200030001810,103701,OR,SUSP,"125","MG/5ML",20140101
6640,"Dilantin Infatabs",72200030000505,103701,OR,CHEW,"50","MG",20140101
6643,"Dilatrate-SR",32100020000205,2284201,OR,CPCR,"40","MG",20140101
6644,"Dilaudid",65100035102005,65201,IJ,SOLN,"1","MG/ML",20170405
6645,"Dilaudid",65100035102010,65201,IJ,SOLN,"2","MG/ML",20170405
6646,"Dilaudid",65100035102020,65201,IJ,SOLN,"4","MG/ML",20170405
6648,"Dilaudid",65100035100310,2847301,OR,TABS,"2","MG",20140101
6650,"Dilaudid",65100035100320,2847301,OR,TABS,"4","MG",20140101
6651,"Dilaudid",65100035100330,2847401,OR,TABS,"8","MG",20140101
6656,"Dilaudid-HP",65100035102027,65201,IJ,SOLN,"10","MG/ML",20140101
6670,"DilTIAZem HCl",34000010100320,261901,OR,TABS,"120","MG",20170405
6671,"DilTIAZem HCl",34000010100305,261901,OR,TABS,"30","MG",20170405
6672,"DilTIAZem HCl",34000010100310,261901,OR,TABS,"60","MG",20170405
6673,"DilTIAZem HCl",34000010100315,261901,OR,TABS,"90","MG",20170405
6690,"DimenhyDRINATE",50200030002005,1429201,IJ,SOLN,"50","MG/ML",20140101
6693,"DimenhyDRINATE",50200030000310,43701,OR,TABS,"50","MG",20140101
6720,"Diocto",46500010301220,3370601,OR,SYRP,"60","MG/15ML",20140101
6754,"Dipentum",52500040100120,538101,OR,CAPS,"250","MG",20140101
6765,"Diphenatol",47100010100310,2200101,OR,TABS,"2.5-0.025","MG",20140101
6771,"Diphenhist",41200030100105,2247201,OR,CAPS,"25","MG",20141001
6773,"Diphenhist",41200030100305,45201,OR,TABS,"25","MG",20140101
6774,"DiphenhydrAMINE HCl (Sleep)",60300020100305,45201,OR,TABS,"25","MG",20140101
6775,"DiphenhydrAMINE HCl",90200010103705,45201,EX,CREA,"2","%",20140101
6778,"DiphenhydrAMINE HCl",41200030102010,45201,IJ,SOLN,"50","MG/ML",20140101
6779,"DiphenhydrAMINE HCl",41200030100105,45201,OR,CAPS,"25","MG",20140101
6780,"DiphenhydrAMINE HCl",41200030100110,45201,OR,CAPS,"50","MG",20140101
6781,"DiphenhydrAMINE HCl",41200030101010,45201,OR,ELIX,"12.5","MG/5ML",20140101
6782,"DiphenhydrAMINE HCl",41200030101210,45201,OR,SYRP,"12.5","MG/5ML",20160706
6783,"DiphenhydrAMINE HCl",41200030100305,45201,OR,TABS,"25","MG",20140101
6784,"DiphenhydrAMINE HCl",41200030100310,45201,OR,TABS,"50","MG",20140402
6786,"Diphenoxylate-Atropine",47100010100910,2200101,OR,LIQD,"2.5-0.025","MG/5ML",20140101
6787,"Diphenoxylate-Atropine",47100010100310,2200101,OR,TABS,"2.5-0.025","MG",20180704
6796,"Diphtheria-Tetanus Toxoids",18990002202210,323101,IM,INJ ,"2-5","LFU",20160406
6808,"Diprolene",90550020054105,2679301,EX,LOTN,"0.05","%",20140101
6809,"Diprolene",90550020054205,15003,EX,OINT,"0.05","%",20140101
6810,"Diprolene AF",90550020053705,15003,EX,CREA,"0.05","%",20140101
6815,"Dipyridamole",85150030000310,45801,OR,TABS,"25","MG",20140101
6816,"Dipyridamole",85150030000320,45801,OR,TABS,"50","MG",20140101
6817,"Dipyridamole",85150030000330,45801,OR,TABS,"75","MG",20140101
6820,"Disalcid",64100075000305,119301,OR,TABS,"500","MG",20141001
6821,"Disalcid",64100075000310,119301,OR,TABS,"750","MG",20141001
6833,"Disophrol",43993002547420,467101,OR,TB12,"6-120","MG",20140101
6836,"Disopyramide Phosphate",35100010100105,46301,OR,CAPS,"100","MG",20140101
6837,"Disopyramide Phosphate",35100010100110,46301,OR,CAPS,"150","MG",20140101
6850,"Disposable Gloves",97702000000000,0,XX,MISC,,,20140101
6851,"Disulfiram",62802040000325,46401,OR,TABS,"250","MG",20140101
6852,"Disulfiram",62802040000350,46401,OR,TABS,"500","MG",20150401
6883,"Diuril",37600020001805,2450501,OR,SUSP,"250","MG/5ML",20140101
6888,"Divalproex Sodium",72500010100605,142203,OR,TBEC,"125","MG",20140101
6889,"Divalproex Sodium",72500010100610,142203,OR,TBEC,"250","MG",20140101
6890,"Divalproex Sodium",72500010100615,142203,OR,TBEC,"500","MG",20140101
6907,"Doans PM Extra Strength",64990002800310,2810201,OR,TABS,"580-25","MG",20140101
6908,"Doans Pills",64100055000305,75701,OR,TABS,"325","MG",20140101
6912,"Dobells",88300000000900,17302,MT,SOLN,,,20141001
6923,"Docusate Calcium",46500010100105,44603,OR,CAPS,"240","MG",20140101
6927,"Docusate Sodium",46500010300110,44601,OR,CAPS,"100","MG",20140101
6928,"Docusate Sodium",46500010300120,44601,OR,CAPS,"250","MG",20140101
6929,"Docusate Sodium",46500010300105,44601,OR,CAPS,"50","MG",20140101
6930,"Docusate Sodium",46500010300910,44601,OR,LIQD,"150","MG/15ML",20140101
6932,"Docusate Sodium",46500010301220,44601,OR,SYRP,"60","MG/15ML",20161005
6933,"Docusate Sodium",46500010300305,44601,OR,TABS,"100","MG",20140101
6940,"Dofus",47300020000100,71501,OR,CAPS,,,20140101
6959,"Dolomite",79109902050300,194901,OR,TABS,,,20140101
6962,"Dolophine",65100050100310,81501,OR,TABS,"10","MG",20140101
6963,"Dolophine",65100050100305,81501,OR,TABS,"5","MG",20140101
6991,"Donnatal",49109904051030,3884801,OR,ELIX,"16.2","MG/5ML",20180704
6992,"Donnatal",49109904050320,414701,OR,TABS,"16.2","MG",20160406
6998,"DOPamine HCl",38000020102040,46701,IV,SOLN,"160","MG/ML",20140101
6999,"DOPamine HCl",38000020102010,46701,IV,SOLN,"40","MG/ML",20140101
7000,"DOPamine HCl",38000020102020,46701,IV,SOLN,"80","MG/ML",20140101
7006,"Dopram",61300020102005,1419301,IV,SOLN,"20","MG/ML",20170104
7007,"Doral",60201028000310,3762601,OR,TABS,"15","MG",20170104
7034,"Doxapram HCl",61300020102005,1419301,IV,SOLN,"20","MG/ML",20170104
7035,"Doxepin HCl",58200040100105,46801,OR,CAPS,"10","MG",20140101
7036,"Doxepin HCl",58200040100125,46801,OR,CAPS,"100","MG",20140101
7037,"Doxepin HCl",58200040100130,46801,OR,CAPS,"150","MG",20140101
7038,"Doxepin HCl",58200040100110,46801,OR,CAPS,"25","MG",20140101
7039,"Doxepin HCl",58200040100115,46801,OR,CAPS,"50","MG",20140101
7040,"Doxepin HCl",58200040100120,46801,OR,CAPS,"75","MG",20140101
7041,"Doxepin HCl",58200040101305,46801,OR,CONC,"10","MG/ML",20140101
7047,"DOXOrubicin HCl",21200040102010,46901,IV,SOLN,"2","MG/ML",20140402
7048,"DOXOrubicin HCl",21200040102105,46901,IV,SOLR,"10","MG",20150401
7049,"DOXOrubicin HCl",21200040102110,46901,IV,SOLR,"20","MG",20140101
7050,"DOXOrubicin HCl",21200040102115,46901,IV,SOLR,"50","MG",20150401
7062,"Doxycycline Calcium",04000020201205,1542001,OR,SYRP,"50","MG/5ML",20140101
7063,"Doxycycline Hyclate",04000020102105,47001,IV,SOLR,"100","MG",20140101
7065,"Doxycycline Hyclate",04000020100110,47001,OR,CAPS,"100","MG",20140101
7066,"Doxycycline Hyclate",04000020100105,47001,OR,CAPS,"50","MG",20170405
7067,"Doxycycline Hyclate",04000020100310,47001,OR,TABS,"100","MG",20140101
7068,"Doxycycline Hyclate",04000020100305,2441401,OR,TABS,"50","MG",20180704
7088,"Drainable Fecal Collector",97152000006300,0,XX,MISC,,,20140101
7089,"Drainable Pouch Clamp",97151000006300,0,XX,MISC,,,20140101
7092,"Dramamine",50200030000510,2901501,OR,CHEW,"50","MG",20140101
7095,"Dramamine",50200030000310,43701,OR,TABS,"50","MG",20140101
7096,"Dramamine Less Drowsy",50200050000310,1974501,OR,TABS,"25","MG",20140101
7109,"Dri-Ear",87993010002000,17401,OT,SOLN,"2.75","%",20140101
7114,"Drisdol",77202030000110,2838901,OR,CAPS,"50000","UNIT",20140101
7115,"Drisdol",77202030002030,2668201,OR,SOLN,"8000","UNIT/ML",20150107
7118,"Dristan Spray",42102040102010,2601701,NA,SOLN,"0.05","%",20140101
7139,"Drixoral Cold/Flu",43994003250410,632901,OR,TBCR,"3-60-500","MG",20140101
7143,"Droperidol",57200030002005,47301,IJ,SOLN,"2.5","MG/ML",20140101
7158,"Drysol",90970010002010,542301,EX,SOLN,"20","%",20150701
7169,"Dulcolax",46200010000610,2029401,OR,TBEC,"5","MG",20140101
7170,"Dulcolax",46200010005205,15701,RE,SUPP,"10","MG",20140101
7186,"Duodenum",99850000000300,0,OR,TABS,,,20140101
7194,"DuoDERM CGF Extra Thin",90944035006300,0,EX,MISC,,,20140101
7196,"DuoDERM Hydroactive",90944050006300,0,EX,MISC,,,20140101
7197,"DuoDERM Hydroactive",90944050004400,0,EX,PSTE,,,20140101
7202,"Duofilm",90750030002005,119001,EX,SOLN,"17","%",20140101
7243,"Duragesic-100",65100025008650,54102,TD,PT72,"100","MCG/HR",20140101
7244,"Duragesic-25",65100025008620,54102,TD,PT72,"25","MCG/HR",20140101
7245,"Duragesic-50",65100025008630,54102,TD,PT72,"50","MCG/HR",20140101
7246,"Duragesic-75",65100025008640,54102,TD,PT72,"75","MCG/HR",20140101
7260,"Duramorph",65100055102050,87501,IJ,SOLN,"0.5","MG/ML",20140101
7261,"Duramorph",65100055102054,87501,IJ,SOLN,"1","MG/ML",20140101
7267,"Durapore Cloth",97304000004600,0,XX,TAPE,,,20140101
7281,"Duration Spray",42102040102010,94701,NA,SOLN,"0.05","%",20140101
7325,"Dyphylline",44300020000310,47601,OR,TABS,"200","MG",20140101
7326,"Dyphylline",44300020000315,47601,OR,TABS,"400","MG",20140101
7331,"Dyrenium",37500030000110,3484001,OR,CAPS,"100","MG",20150107
7332,"Dyrenium",37500030000105,3484001,OR,CAPS,"50","MG",20150107
7334,"Dyspel",66100020000305,66501,OR,TABS,"200","MG",20140101
7365,"E-R-O Ear Drops",87400030002010,23201,OT,SOLN,"6.5","%",20140101
7383,"E.E.S. 400",03100030300305,3072301,OR,TABS,"400","MG",20140101
7388,"ECee Plus",78100000000300,429601,OR,TABS,,,20140101
7390,"EPT",94100050006000,0,VI,TEST,,,20161005
7401,"Ear Dry",87993010002000,17401,OT,SOLN,"2.75-0.1","%",20140101
7403,"Ear Wax Drops",87400030002010,23201,OT,SOLN,"6.5","%",20140101
7405,"Ear Wax Removal System",87400030002010,23201,OT,SOLN,"6.5","%",20140101
7426,"Ecolovit",78310000000300,772501,OR,TABS,,,20140101
7434,"Ecotrin",64100010000605,3291301,OR,TBEC,"325","MG",20160706
7435,"Ecotrin Maximum Strength",64100010000607,9901,OR,TBEC,"500","MG",20140101
7437,"Ed A-Hist",43993002300940,2990401,OR,LIQD,"4-10","MG/5ML",20150107
7438,"Ed-APAP",64200010000912,3077101,OR,LIQD,"160","MG/5ML",20140101
7444,"Edetate Disodium",99200010002005,46101,IV,SOLN,"150","MG/ML",20140101
7456,"Effer-K",79700020000810,273701,OR,TBEF,"25","MEQ",20140101
7459,"Efferdent Denture Cleanser",97501000000800,0,XX,TBEF,,,20140101
7462,"Effergrip",97501000003700,0,XX,CREA,,,20140101
7468,"Effervescent Pain Relief",64109902110820,148601,OR,TBEF,"325-1000-1916","MG",20140101
7477,"Efudex",90372030003730,56801,EX,CREA,"5","%",20140101
7485,"Elastic Bandage",97350000000000,0,XX,MISC,,,20140101
7491,"Elavil",58200010100310,2969701,OR,TABS,"25","MG",20170405
7499,"Eldertonic",78310000001000,561001,OR,ELIX,,,20140101
7500,"Eldopaque",90872010103710,1049501,EX,CREA,"2","%",20140101
7501,"Eldopaque Forte",90872010103720,1169401,EX,CREA,"4","%",20140101
7503,"Eldoquin",90872010003710,65401,EX,CREA,"2","%",20140101
7505,"Eldoquin Forte",90872010003720,1733501,EX,CREA,"4","%",20140101
7510,"Elimite",90900035003720,284601,EX,CREA,"5","%",20140101
7515,"Elixophyllin",44300040001010,2651801,OR,ELIX,"80","MG/15ML",20170405
7521,"Ellis Tonic",78310000001000,3799101,OR,ELIX,,,20170405
7522,"Elocon",90550082103710,3386601,EX,CREA,"0.1","%",20140101
7523,"Elocon",90550082102010,2433901,EX,LOTN,"0.1","%",20140402
7524,"Elocon",90550082104210,2484001,EX,OINT,"0.1","%",20140402
7525,"Elspar",21250010002110,9801,IJ,SOLR,"10000","UNIT",20140101
7530,"Emcyt",21403020100105,256501,OR,CAPS,"140","MG",20140101
7539,"Emetrol",50309903602000,2110401,OR,SOLN,"1.87-1.87-21.5",,20140101
7544,"EMLA",90859902903710,614401,EX,CREA,"2.5-2.5","%",20140101
7546,"Emollient",90650000003700,0,EX,CREA,,,20150701
7547,"Emollient",90650000004100,0,EX,LOTN,,,20140101
7552,"Empty 3-in-1 Mixing Container",97050000006300,0,XX,MISC,,,20140101
7561,"Empty Sterilized",97050000006300,0,XX,MISC,,,20140101
7587,"Endrate",99200010002005,46101,IV,SOLN,"150","MG/ML",20140101
7593,"Enema",46109902105100,2410201,RE,ENEM,"7-19","GM/118ML",20140101
7603,"Enfamil Premature",81100000000900,3576301,OR,LIQD,,,20151007
7607,"Engerix-B",17100010202210,251202,IM,INJ ,"10","MCG/0.5ML",20140101
7608,"Engerix-B",17100010202230,251202,IM,INJ ,"20","MCG/ML",20140101
7622,"Enlon",76000020102005,1581401,IJ,SOLN,"10","MG/ML",20150701
7623,"Enlon-Plus",76990002402020,2633201,IV,SOLN,"10-0.14","MG/ML",20140101
7632,"Ensure",81200000000900,3786001,OR,LIQD,,,20170405
7633,"Ensure",81200000002900,3963601,OR,POWD,,,20180704
7636,"Ensure Plus",81200000000900,3786201,OR,LIQD,,,20170405
7637,"Ensure Plus HN",81200000000900,558901,OR,LIQD,,,20140101
7639,"Ensure/Fiber",81200000000900,558901,OR,LIQD,,,20140101
7664,"Enuclene",86807035002010,349501,OP,SOLN,"0.25","%",20140101
7686,"ePHEDrine HCl",44202010052900,48503,XX,POWD,,,20140101
7688,"ePHEDrine Sulfate",38000030102010,48502,IJ,SOLN,"50","MG/ML",20140101
7689,"ePHEDrine Sulfate",44202010100110,48502,OR,CAPS,"25","MG",20140101
7693,"ePHEDrine Sulfate",44202010102900,48502,XX,POWD,,,20140101
7708,"Epifoam",90559802403910,2530001,EX,FOAM,"1-1","%",20140101
7714,"Epilyt",90650000004100,1088901,EX,LOTN,,,20140101
7715,"Epimide",90990000004100,0,EX,LOTN,,,20140101
7723,"EPINEPHrine HCl",44202020202010,48603,IJ,SOLN,"1","MG/ML",20150701
7731,"Epitol",72600020000305,23101,OR,TABS,"200","MG",20140101
7733,"Epogen",82401020002040,1463701,IJ,SOLN,"10000","UNIT/ML",20140101
